"appl_type","appl_no","product_no","patent_no","patexpstr","patexp","drugsub","drugprod","patuse","delist"
"N",20478,1,"5990176","Jan 27, 2017",1/27/2017,,,,
"N",20478,1,"5990176*PED","Jul 27, 2017",7/27/2017,,,,
"N",205175,1,"5993830","Jan 16, 2018",1/16/2018,,"Y","U-1449",
"N",19881,1,"5993856","Nov 17, 2017",11/17/2017,,"Y","U-457",
"N",50793,1,"5993856","Nov 17, 2017",11/17/2017,,"Y","U-137",
"N",21575,1,"5994329","Jul 17, 2018",7/17/2018,,,,"Y"
"N",21762,1,"5994329","Jul 17, 2018",7/17/2018,,,"U-647","Y"
"N",21823,1,"5994329","Jul 17, 2018",7/17/2018,,,"U-353",
"N",21575,1,"5994329*PED","Jan 17, 2019",1/17/2019,,,,
"N",21762,1,"5994329*PED","Jan 17, 2019",1/17/2019,,,,
"N",21823,1,"5994329*PED","Jan 17, 2019",1/17/2019,,,,
"N",20221,1,"5994409","Dec 8, 2017",12/8/2017,,,"U-305",
"N",21671,1,"5997899","Sep 1, 2016",9/1/2016,,"Y",,
"N",20987,1,"5997903","Dec 7, 2016",12/7/2016,,,,
"N",20987,1,"5997903*PED","Jun 7, 2017",6/7/2017,,,,
"N",22247,1,"5998402","Apr 4, 2018",4/4/2018,"Y","Y","U-594",
"N",206334,1,"5998581","Nov 12, 2017",11/12/2017,"Y",,,
"N",20667,1,"6001861","Jan 16, 2018",1/16/2018,,,"U-784",
"N",21446,1,"6001876","Dec 30, 2018",12/30/2018,,,"U-55","Y"
"N",21446,1,"6001876","Dec 30, 2018",12/30/2018,,,"U-819","Y"
"N",22488,1,"6001876","Dec 30, 2018",12/30/2018,,,"U-55","Y"
"N",22488,1,"6001876","Dec 30, 2018",12/30/2018,,,"U-819","Y"
"N",203341,1,"6002008","Mar 27, 2018",3/27/2018,"Y","Y","U-1284",
"N",22114,1,"6004286","Mar 17, 2017",3/17/2017,,"Y",,
"N",22341,1,"6004297","Jan 28, 2019",1/28/2019,,"Y",,
"N",22527,1,"6004565","Sep 23, 2017",9/23/2017,,,"U-1086",
"N",20596,1,"6004968","Mar 20, 2018",3/20/2018,,"Y","U-248",
"N",21004,1,"6004968","Mar 20, 2018",3/20/2018,,,,
"N",20596,1,"6004968*PED","Sep 20, 2018",9/20/2018,,,,
"N",21004,1,"6004968*PED","Sep 20, 2018",9/20/2018,,,,
"N",21560,1,"6004973","Jul 12, 2016",7/12/2016,,"Y","U-1049",
"N",21560,1,"6004973","Jul 12, 2016",7/12/2016,,"Y","U-1365",
"N",22334,1,"6004973","Jul 12, 2016",7/12/2016,,"Y",,
"N",203985,1,"6004973","Jul 12, 2016",7/12/2016,,"Y",,
"N",21560,1,"6004973*PED","Jan 12, 2017",1/12/2017,,,,
"N",22334,1,"6004973*PED","Jan 12, 2017",1/12/2017,,,,
"N",203985,1,"6004973*PED","Jan 12, 2017",1/12/2017,,,,
"N",20766,1,"6004996","Jan 6, 2018",1/6/2018,,,,
"N",21887,1,"6004996","Jan 6, 2018",1/6/2018,,"Y",,
"N",20766,1,"6004996*PED","Jul 6, 2018",7/6/2018,,,,
"N",20503,1,"6006745","Dec 28, 2016",12/28/2016,,"Y",,
"N",202129,1,"6006745","Dec 28, 2016",12/28/2016,,"Y",,
"N",50775,1,"6010718","Apr 11, 2017",4/11/2017,,"Y","U-924",
"N",21756,1,"6011020","Jan 4, 2017",1/4/2017,"Y",,,
"N",20719,1,"6011049","Nov 13, 2017",11/13/2017,,,"U-301",
"N",21688,1,"6011068","Mar 8, 2018",3/8/2018,"Y","Y",,
"N",50788,1,"6013657","Jul 8, 2018",7/8/2018,,"Y",,
"N",20884,1,"6015577","Jan 18, 2017",1/18/2017,,,"U-302",
"N",21575,1,"6015801","Jul 17, 2018",7/17/2018,,,,"Y"
"N",21823,1,"6015801","Jul 17, 2018",7/17/2018,,,"U-353",
"N",21575,1,"6015801*PED","Jan 17, 2019",1/17/2019,,,,
"N",21823,1,"6015801*PED","Jan 17, 2019",1/17/2019,,,,
"N",20326,1,"6017922","May 18, 2018",5/18/2018,,,,
"N",21518,1,"6017927","Nov 19, 2018",11/19/2018,"Y","Y",,
"N",21518,1,"6017927*PED","May 19, 2019",5/19/2019,,,,
"N",205437,1,"6020358","Oct 30, 2018",10/30/2018,"Y","Y","U-1504",
"N",21589,1,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",21590,1,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",21712,1,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",21726,1,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",21793,1,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",50791,1,"6025391","Apr 10, 2017",4/10/2017,,"Y","U-908",
"N",21949,1,"6027714","Jan 9, 2018",1/9/2018,,"Y","U-787",
"N",22468,1,"6028071","Jul 16, 2022",7/16/2022,"Y","Y","U-1004",
"N",22450,1,"6028222","Aug 5, 2017",8/5/2017,,"Y",,
"N",22450,1,"6028222*PED","Feb 5, 2018",2/5/2018,,,,
"N",21688,1,"6031003","Dec 14, 2016",12/14/2016,,,"U-559",
"N",21451,1,"6031007","Apr 1, 2017",4/1/2017,,"Y","U-553",
"N",205747,1,"6034054","Jun 11, 2018",6/11/2018,,"Y","U-1707",
"N",205747,1,"6034054","Jun 11, 2018",6/11/2018,,"Y","U-1708",
"N",21782,1,"6034239","Jul 22, 2019",7/22/2019,"Y","Y","U-674",
"N",19732,1,"6036976","Dec 13, 2016",12/13/2016,,,,
"N",20517,1,"6036976","Dec 13, 2016",12/13/2016,,,,
"N",20708,1,"6036976","Dec 13, 2016",12/13/2016,,,,
"N",203696,1,"6036976","Dec 13, 2016",12/13/2016,,"Y",,
"N",20659,1,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",20945,1,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",21226,1,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",21251,1,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",21906,1,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",21976,1,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",22417,1,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",202895,1,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",207931,1,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",20625,1,"6037353","Mar 14, 2017",3/14/2017,,,"U-138",
"N",21963,1,"6037353","Mar 14, 2017",3/14/2017,,,"U-772",
"N",201373,1,"6037353","Mar 14, 2017",3/14/2017,,,"U-1157",
"N",20625,1,"6037353*PED","Sep 14, 2017",9/14/2017,,,,
"N",201373,1,"6037353*PED","Sep 14, 2017",9/14/2017,,,,
"N",22090,1,"6039931","Nov 13, 2021",11/13/2021,,,"U-1239",
"N",21912,1,"6040344","Nov 12, 2016",11/12/2016,"Y",,,
"N",21356,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-1275",
"N",21356,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-248",
"N",21356,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-250",
"N",21356,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-256",
"N",21356,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-999",
"N",21752,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-1170",
"N",21752,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-1259",
"N",21752,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-248",
"N",21752,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-541",
"N",21937,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-1170",
"N",21937,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-750",
"N",22577,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-1275",
"N",22577,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-248",
"N",22577,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-250",
"N",22577,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-256",
"N",22577,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-999",
"N",202123,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-257",
"N",203100,1,"6043230","Jul 25, 2017",7/25/2017,,,"U-257",
"N",21356,1,"6043230*PED","Jan 25, 2018",1/25/2018,,,,
"N",21752,1,"6043230*PED","Jan 25, 2018",1/25/2018,,,,
"N",21937,1,"6043230*PED","Jan 25, 2018",1/25/2018,,,,
"N",22577,1,"6043230*PED","Jan 25, 2018",1/25/2018,,,,
"N",202123,1,"6043230*PED","Jan 25, 2018",1/25/2018,,,,
"N",203100,1,"6043230*PED","Jan 25, 2018",1/25/2018,,,,
"N",20785,1,"6045501","Aug 28, 2018",8/28/2018,,,"U-371",
"N",20785,1,"6045501","Aug 28, 2018",8/28/2018,,,"U-731",
"N",21880,1,"6045501","Aug 28, 2018",8/28/2018,,,"U-1210",
"N",204026,1,"6045501","Aug 28, 2018",8/28/2018,,,"U-1361",
"N",18874,1,"6051567","Aug 2, 2019",8/2/2019,,,,
"N",18874,1,"6051567*PED","Feb 2, 2020",2/2/2020,,,,
"N",20235,1,"6054482","Apr 25, 2017",4/25/2017,,,,
"N",20882,1,"6054482","Apr 25, 2017",4/25/2017,,,,
"N",21129,1,"6054482","Apr 25, 2017",4/25/2017,,,,
"N",20235,1,"6054482*PED","Oct 25, 2017",10/25/2017,,,,
"N",20882,1,"6054482*PED","Oct 25, 2017",10/25/2017,,,,
"N",21129,1,"6054482*PED","Oct 25, 2017",10/25/2017,,,,
"N",19928,1,"6056941","Jul 28, 2019",7/28/2019,,"Y",,
"N",21794,1,"6060085","Sep 11, 2016",9/11/2016,,,"U-124",
"N",207154,1,"6060085","Sep 11, 2016",9/11/2016,,,"U-124",
"N",21926,1,"6060499","Aug 14, 2017",8/14/2017,,"Y","U-867",
"N",21926,1,"6060499*PED","Feb 14, 2018",2/14/2018,,,,
"N",22408,1,"6063771","Jul 25, 2023",7/25/2023,,"Y","U-1670",
"N",21042,1,"6063811","May 6, 2017",5/6/2017,,,"U-602",
"N",21052,1,"6063811","May 6, 2017",5/6/2017,,,"U-266",
"N",21042,1,"6063811*PED","Nov 6, 2017",11/6/2017,,,,
"N",21052,1,"6063811*PED","Nov 6, 2017",11/6/2017,,,,
"N",20885,1,"6063927","Apr 23, 2019",4/23/2019,,,,
"N",20885,1,"6063927*PED","Oct 23, 2019",10/23/2019,,,,
"N",21260,1,"6066339","Nov 25, 2017",11/25/2017,,"Y",,
"N",22518,1,"6068832","Aug 27, 2017",8/27/2017,,"Y","U-1068",
"N",205641,1,"6068832","Aug 27, 2017",8/27/2017,,"Y","U-645",
"N",50797,1,"6068859","May 30, 2017",5/30/2017,,"Y",,
"N",22067,1,"6071523","Jun 3, 2018",6/3/2018,,"Y",,
"N",22580,1,"6071537","Jun 23, 2017",6/23/2017,,,"U-1262",
"N",22304,1,"6071970","Jun 6, 2017",6/6/2017,,,"U-931",
"N",200533,1,"6071970","Jun 6, 2017",6/6/2017,,,"U-1178",
"N",200533,1,"6071970","Jun 6, 2017",6/6/2017,,,"U-1276",
"N",203794,1,"6071970","Jun 6, 2017",6/6/2017,,,"U-1289",
"N",20478,1,"6074668","Jan 9, 2018",1/9/2018,,,,
"N",20478,1,"6074668*PED","Jul 9, 2018",7/9/2018,,,,
"N",21203,1,"6074670","Jan 9, 2018",1/9/2018,,,,
"N",21321,1,"6077836","Jun 20, 2017",6/20/2017,,,"U-495",
"N",22264,1,"6077843","May 12, 2017",5/12/2017,,"Y","U-543",
"N",207946,1,"6077843","May 12, 2017",5/12/2017,,"Y","U-543",
"N",22264,1,"6077843*PED","Nov 12, 2017",11/12/2017,,,,
"N",207946,1,"6077843*PED","Nov 12, 2017",11/12/2017,,,,
"N",20381,1,"6080428","May 27, 2017",5/27/2017,,,"U-331",
"N",21249,1,"6080428","May 27, 2017",5/27/2017,,,"U-1132",
"N",21249,1,"6080428","May 27, 2017",5/27/2017,,,"U-1133",
"N",21249,1,"6080428","May 27, 2017",5/27/2017,,,"U-1134",
"N",21249,1,"6080428","May 27, 2017",5/27/2017,,,"U-447",
"N",22078,1,"6080428","May 27, 2017",5/27/2017,,,"U-1132",
"N",22078,1,"6080428","May 27, 2017",5/27/2017,,,"U-1134",
"N",22078,1,"6080428","May 27, 2017",5/27/2017,,,"U-862",
"N",21316,1,"6080778","Mar 23, 2018",3/23/2018,,,"U-456",
"N",22512,1,"6087380","Dec 28, 2021",12/28/2021,"Y","Y","U-1931",
"N",21567,1,"6087383","Dec 21, 2018",12/21/2018,"Y","Y",,
"N",206352,1,"6087383","Dec 21, 2018",12/21/2018,"Y","Y",,
"N",206353,1,"6087383","Dec 21, 2018",12/21/2018,"Y","Y",,
"N",21567,1,"6087383*PED","Jun 21, 2019",6/21/2019,,,,
"N",206352,1,"6087383*PED","Jun 21, 2019",6/21/2019,,,,
"N",206353,1,"6087383*PED","Jun 21, 2019",6/21/2019,,,,
"N",13718,1,"6090799","Jul 18, 2017",7/18/2017,,,"U-585",
"N",20552,1,"6096339","Apr 4, 2017",4/4/2017,,,"U-365",
"N",21515,1,"6096341","Oct 30, 2018",10/30/2018,,,,
"N",21549,1,"6096742","Jul 1, 2018",7/1/2018,"Y","Y",,
"N",21549,1,"6096742","Jul 1, 2018",7/1/2018,,,,
"N",21549,1,"6096742","Jul 1, 2018",7/1/2018,"Y","Y","U-1743",
"N",21549,1,"6096742","Jul 1, 2018",7/1/2018,"Y","Y","U-1744",
"N",21549,1,"6096742","Jul 1, 2018",7/1/2018,"Y","Y","U-745",
"N",207865,1,"6096742","Jul 1, 2018",7/1/2018,"Y","Y","U-1916",
"N",21574,1,"6099859","Mar 20, 2018",3/20/2018,,"Y",,
"N",22024,1,"6099859","Mar 20, 2018",3/20/2018,,"Y",,
"N",21169,1,"6099863","Jun 6, 2017",6/6/2017,,,,
"N",21165,1,"6100274","Jul 7, 2019",7/7/2019,,,,
"N",21312,1,"6100274","Jul 7, 2019",7/7/2019,,"Y",,
"N",21313,1,"6100274","Jul 7, 2019",7/7/2019,,"Y",,
"N",21605,1,"6100274","Jul 7, 2019",7/7/2019,,"Y",,
"N",21165,1,"6100274*PED","Jan 7, 2020",1/7/2020,,,,
"N",21312,1,"6100274*PED","Jan 7, 2020",1/7/2020,,,,
"N",21313,1,"6100274*PED","Jan 7, 2020",1/7/2020,,,,
"N",21605,1,"6100274*PED","Jan 7, 2020",1/7/2020,,,,
"N",202736,1,"6103248","May 22, 2018",5/22/2018,,"Y",,
"N",21140,1,"6103260","Jul 17, 2017",7/17/2017,,"Y",,
"N",21535,1,"6106848","Sep 22, 2017",9/22/2017,,,,
"N",21590,1,"6106861","Dec 5, 2017",12/5/2017,,"Y",,
"N",21693,1,"6106861","Dec 5, 2017",12/5/2017,,"Y",,
"N",21513,1,"6106864","Aug 21, 2016",8/21/2016,,"Y","U-630",
"N",20487,1,"6107302*PED","Jul 19, 2016",7/19/2016,,,,
"N",20919,1,"6110918","Mar 26, 2017",3/26/2017,,,,
"N",21016,1,"6110940","Aug 29, 2017",8/29/2017,,,,
"N",21088,1,"6113938","Jul 24, 2018",7/24/2018,,,,
"N",21332,1,"6114304","Sep 5, 2017",9/5/2017,,,"U-640",
"N",204958,1,"6114313","Dec 11, 2017",12/11/2017,,"Y","U-1715",
"N",22212,1,"6114319","May 18, 2019",5/18/2019,,"Y",,
"N",22212,1,"6114319*PED","Nov 18, 2019",11/18/2019,,,,
"N",21498,1,"6117894","May 7, 2017",5/7/2017,,,,
"N",202129,1,"6120752","May 13, 2018",5/13/2018,,"Y",,
"N",20031,1,"6121291","Mar 17, 2017",3/17/2017,,,"U-286",
"N",20031,1,"6121291","Mar 17, 2017",3/17/2017,,,"U-431",
"N",20710,1,"6121291","Mar 17, 2017",3/17/2017,,,"U-286",
"N",20710,1,"6121291","Mar 17, 2017",3/17/2017,,,"U-431",
"N",20885,1,"6121291","Mar 17, 2017",3/17/2017,,,"U-286",
"N",20885,1,"6121291","Mar 17, 2017",3/17/2017,,,"U-431",
"N",20936,1,"6121291","Mar 17, 2017",3/17/2017,,,"U-286",
"N",20031,1,"6121291*PED","Sep 17, 2017",9/17/2017,,,,
"N",20710,1,"6121291*PED","Sep 17, 2017",9/17/2017,,,,
"N",20885,1,"6121291*PED","Sep 17, 2017",9/17/2017,,,,
"N",20936,1,"6121291*PED","Sep 17, 2017",9/17/2017,,,,
"N",20314,1,"6123916","Sep 26, 2017",9/26/2017,,,"U-1125",
"N",21929,1,"6123924","Sep 26, 2017",9/26/2017,,"Y",,
"N",21088,1,"6124261","Jun 13, 2017",6/13/2017,,,,
"N",20931,1,"6124363","Oct 9, 2018",10/9/2018,,,,
"N",21641,1,"6126968","Sep 18, 2016",9/18/2016,,"Y",,
"N",20762,1,"6127353","Oct 3, 2017",10/3/2017,"Y","Y",,
"N",20762,1,"6127353*PED","Apr 3, 2018",4/3/2018,,,,
"N",21807,1,"6127425","Jun 26, 2018",6/26/2018,,"Y",,
"N",204958,1,"6130208","Jun 29, 2018",6/29/2018,,"Y","U-1715",
"N",21088,1,"6132420","Jan 30, 2017",1/30/2017,,,,
"N",22252,1,"6133251","Oct 25, 2016",10/25/2016,,"Y","U-1","Y"
"N",22252,1,"6133251","Oct 25, 2016",10/25/2016,,"Y","U-112","Y"
"N",22252,1,"6133251","Oct 25, 2016",10/25/2016,,"Y","U-828","Y"
"N",206307,1,"6133260","Apr 12, 2017",4/12/2017,"Y","Y",,
"N",206255,1,"6133310","Apr 26, 2019",4/26/2019,,,"U-1631",
"N",22239,1,"6135979","Mar 21, 2017",3/21/2017,,"Y",,
"N",21227,1,"6136783","Mar 28, 2017",3/28/2017,,,"U-607",
"N",21227,1,"6136783*PED","Sep 28, 2017",9/28/2017,,,,
"N",20912,1,"6136794","Jan 29, 2019",1/29/2019,,,,
"N",20913,1,"6136794","Jan 29, 2019",1/29/2019,,,,
"N",20819,1,"6136799","Apr 8, 2018",4/8/2018,,,,
"N",20819,1,"6136799*PED","Oct 8, 2018",10/8/2018,,,,
"N",22129,1,"6139859","Aug 11, 2017",8/11/2017,,,"U-970",
"N",21368,1,"6140329","Jul 11, 2016",7/11/2016,,"Y","U-1184",
"N",21368,1,"6140329","Jul 11, 2016",7/11/2016,,"Y","U-155",
"N",21949,1,"6142145","May 8, 2018",5/8/2018,,"Y",,
"N",21455,1,"6143326","Apr 21, 2017",4/21/2017,,,"U-642",
"N",20468,1,"6143329","Jul 3, 2016",7/3/2016,,"Y","U-896",
"N",21814,1,"6147095","Oct 29, 2019",10/29/2019,,,"U-670",
"N",22292,1,"6147095","Oct 29, 2019",10/29/2019,,,"U-670",
"N",21814,1,"6147095*PED","Apr 29, 2020",4/29/2020,,,,
"N",22292,1,"6147095*PED","Apr 29, 2020",4/29/2020,,,,
"N",19810,1,"6147103","Oct 9, 2018",10/9/2018,,,,
"N",21153,1,"6147103","Oct 9, 2018",10/9/2018,,,,
"N",19810,1,"6147103*PED","Apr 9, 2019",4/9/2019,,,,
"N",21153,1,"6147103*PED","Apr 9, 2019",4/9/2019,,,,
"N",21747,1,"6149054","Dec 19, 2016",12/19/2016,,"Y",,
"N",21936,1,"6149054","Dec 16, 2016",12/16/2016,,"Y",,
"N",203108,1,"6149054","Dec 19, 2016",12/19/2016,,"Y",,
"N",206756,1,"6149054","Dec 19, 2016",12/19/2016,,"Y",,
"N",21936,1,"6149054*PED","Jun 16, 2017",6/16/2017,,,,
"N",206756,1,"6149054*PED","Jun 19, 2017",6/19/2017,,,,
"N",202088,1,"6149938","Jul 23, 2018",7/23/2018,,"Y",,
"N",21287,1,"6149940","Aug 22, 2017",8/22/2017,,,,
"N",21287,1,"6149940*PED","Feb 22, 2018",2/22/2018,,,,
"N",18859,1,"6150337","Nov 21, 2017",11/21/2017,,,"U-400",
"N",20825,1,"6150366","May 27, 2019",5/27/2019,,"Y",,
"N",21483,1,"6150366","May 27, 2019",5/27/2019,,"Y","U-719",
"N",19810,1,"6150380","Nov 10, 2018",11/10/2018,,,,
"N",19810,1,"6150380*PED","May 10, 2019",5/10/2019,,,,
"N",20280,1,"6152897","Nov 20, 2018",11/20/2018,,"Y",,
"N",21308,1,"6153635","Nov 28, 2020",11/28/2020,,,,"Y"
"N",21088,1,"6156331","Jan 30, 2017",1/30/2017,,,,
"N",20946,1,"6156742","Dec 5, 2020",12/5/2020,,,"U-374",
"N",50810,1,"6159458","Nov 4, 2017",11/4/2017,,"Y","U-709",
"N",22266,1,"6159498","Oct 18, 2016",10/18/2016,,"Y",,
"N",205637,1,"6159498","Oct 18, 2016",10/18/2016,,"Y",,
"N",207932,1,"6159498","Oct 18, 2016",10/18/2016,,"Y",,
"N",20983,1,"6161724","Jan 16, 2018",1/16/2018,,"Y",,
"N",21254,1,"6161724","Jan 16, 2018",1/16/2018,,"Y",,
"N",21433,1,"6161724","Jan 16, 2018",1/16/2018,,"Y",,
"N",20983,1,"6161724*PED","Jul 16, 2018",7/16/2018,,,,
"N",21254,1,"6161724*PED","Jul 16, 2018",7/16/2018,,,,
"N",21433,1,"6161724*PED","Jul 16, 2018",7/16/2018,,,,
"N",20835,1,"6165513","Jun 10, 2018",6/10/2018,,,,
"N",21823,1,"6165513","Jun 10, 2018",6/10/2018,,"Y",,
"N",20835,1,"6165513*PED","Dec 10, 2018",12/10/2018,,,,
"N",21823,1,"6165513*PED","Dec 10, 2018",12/10/2018,,,,
"N",203568,1,"6166197","Dec 26, 2017",12/26/2017,"Y",,,
"N",209531,1,"6166197","Dec 26, 2017",12/26/2017,"Y",,,
"N",19810,1,"6166213","Oct 9, 2018",10/9/2018,,,,
"N",21153,1,"6166213","Oct 9, 2018",10/9/2018,,,,
"N",19810,1,"6166213*PED","Apr 9, 2019",4/9/2019,,,,
"N",21153,1,"6166213*PED","Apr 9, 2019",4/9/2019,,,,
"N",22173,1,"6169084","Sep 30, 2018",9/30/2018,"Y","Y","U-1026",
"N",21338,1,"6169920","Jan 2, 2018",1/2/2018,,"Y","U-736",
"N",20983,1,"6170717","Dec 23, 2017",12/23/2017,,"Y",,
"N",21254,1,"6170717","Dec 23, 2017",12/23/2017,,"Y",,
"N",21433,1,"6170717","Dec 23, 2017",12/23/2017,,"Y",,
"N",20983,1,"6170717*PED","Jun 23, 2018",6/23/2018,,,,
"N",21254,1,"6170717*PED","Jun 23, 2018",6/23/2018,,,,
"N",21433,1,"6170717*PED","Jun 23, 2018",6/23/2018,,,,
"N",21671,1,"6171613","Oct 1, 2016",10/1/2016,,"Y",,
"N",20903,1,"6172046","Sep 21, 2017",9/21/2017,,,"U-1014",
"N",20903,1,"6172046","Sep 21, 2017",9/21/2017,,,"U-377",
"N",21546,1,"6172046","Sep 21, 2017",9/21/2017,,,"U-1014",
"N",21546,1,"6172046","Sep 21, 2017",9/21/2017,,,"U-521",
"N",20903,1,"6172046*PED","Mar 21, 2018",3/21/2018,,,,
"N",21546,1,"6172046*PED","Mar 21, 2018",3/21/2018,,,,
"N",50791,1,"6172107","Apr 10, 2017",4/10/2017,,"Y","U-908",
"N",20885,1,"6172233","Jan 15, 2018",1/15/2018,,,,
"N",20885,1,"6172233*PED","Jul 15, 2018",7/15/2018,,,,
"N",205109,1,"6174442","Dec 19, 2017",12/19/2017,"Y",,"U-1468",
"N",20963,1,"6174524","Mar 26, 2019",3/26/2019,,"Y",,
"N",20963,1,"6174524*PED","Sep 26, 2019",9/26/2019,,,,
"N",21747,1,"6176442","Oct 4, 2016",10/4/2016,,"Y",,
"N",203108,1,"6176442","Oct 4, 2016",10/4/2016,,"Y",,
"N",206756,1,"6176442","Oct 4, 2016",10/4/2016,,"Y",,
"N",21936,1,"6176442*PED","Dec 1, 2016",12/1/2016,,,,
"N",20903,1,"6177074","Nov 1, 2016",11/1/2016,,,"U-1013",
"N",20903,1,"6177074","Nov 1, 2016",11/1/2016,,,"U-454",
"N",21546,1,"6177074","Nov 1, 2016",11/1/2016,,,"U-1013",
"N",20903,1,"6177074*PED","May 1, 2017",5/1/2017,,,,
"N",21546,1,"6177074*PED","May 1, 2017",5/1/2017,,,,
"N",21320,1,"6180608","Dec 11, 2016",12/11/2016,,"Y","U-549",
"N",21338,1,"6181963","Nov 2, 2019",11/2/2019,,"Y",,
"N",21530,1,"6184220","Mar 25, 2019",3/25/2019,,"Y",,
"N",21530,1,"6184220*PED","Sep 25, 2019",9/25/2019,,,,
"N",19810,1,"6191148","Oct 9, 2018",10/9/2018,,,,
"N",21153,1,"6191148","Oct 9, 2018",10/9/2018,,,,
"N",19810,1,"6191148*PED","Apr 9, 2019",4/9/2019,,,,
"N",21153,1,"6191148*PED","Apr 9, 2019",4/9/2019,,,,
"N",21671,1,"6193998","Sep 1, 2016",9/1/2016,,"Y",,
"N",21346,1,"6194006","Dec 30, 2018",12/30/2018,,"Y",,
"N",21897,1,"6194006","Dec 30, 2018",12/30/2018,,"Y",,
"N",21346,1,"6194006*PED","Jun 30, 2019",6/30/2019,,,,
"N",20667,1,"6194445","Jan 16, 2018",1/16/2018,,,"U-784",
"N",21338,1,"6195582","Jan 28, 2019",1/28/2019,,"Y","U-736",
"N",22205,1,"6197341","Mar 13, 2018",3/13/2018,,"Y","U-1229",
"N",21446,1,"6197819","Dec 30, 2018",12/30/2018,"Y","Y",,
"N",22488,1,"6197819","Dec 30, 2018",12/30/2018,"Y","Y",,
"N",21947,1,"6200604","Mar 26, 2019",3/26/2019,,,"U-767",
"N",22244,1,"6204257","Jul 1, 2022",7/1/2022,"Y","Y","U-945",
"N",50750,1,"6207661","Feb 22, 2019",2/22/2019,,"Y",,
"N",21514,1,"6210705","Sep 30, 2018",9/30/2018,,"Y","U-727",
"N",209531,1,"6210892","Oct 7, 2018",10/7/2018,,,"U-1942",
"N",22036,1,"6211229","Feb 17, 2020",2/17/2020,,,"U-620",
"N",21128,1,"6211246","Jun 10, 2019",6/10/2019,,,,
"N",21241,1,"6214815","Jun 9, 2019",6/9/2019,,,"U-112",
"N",21241,1,"6214815*PED","Dec 9, 2019",12/9/2019,,,,
"N",201532,1,"6214865","Jul 20, 2023",7/20/2023,"Y",,,
"N",21737,1,"6217895","Mar 22, 2019",3/22/2019,,"Y","U-708",
"N",201923,1,"6217895","Mar 22, 2019",3/22/2019,,"Y","U-1597",
"N",21589,1,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21590,1,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21712,1,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21726,1,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21793,1,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21629,1,"6221633","Jun 18, 2018",6/18/2018,"Y","Y","U-471",
"N",21444,1,"6224905","Jun 10, 2017",6/10/2017,,"Y",,
"N",21444,1,"6224905*PED","Dec 10, 2017",12/10/2017,,,,
"N",21575,1,"6225294","Jul 17, 2018",7/17/2018,,,,"Y"
"N",21575,1,"6225294*PED","Jan 17, 2019",1/17/2019,,,,
"N",21856,1,"6225474","Jun 18, 2019",6/18/2019,"Y",,,
"N",21284,1,"6228398","Nov 1, 2019",11/1/2019,,"Y","U-472",
"N",21802,1,"6228398","Nov 1, 2019",11/1/2019,,"Y","U-676",
"N",202880,1,"6228398","Nov 1, 2019",11/1/2019,,"Y",,
"N",21814,1,"6231887","Jul 27, 2018",7/27/2018,,"Y",,
"N",21814,1,"6231887*PED","Jan 27, 2019",1/27/2019,,,,
"N",20919,1,"6232304","Apr 1, 2017",4/1/2017,,,,
"N",20945,1,"6232333","Nov 7, 2017",11/7/2017,,,,
"N",21226,1,"6232333","Nov 7, 2017",11/7/2017,,,,
