"appl_type","appl_no","product_no","patent_no","patexpstr","patexp","drugsub","drugprod","patuse","delist"
"N",21306,3,"RE41571","Sep 29, 2017",9/29/2017,,,"U-1072",
"N",21306,3,"RE41571","Sep 29, 2017",9/29/2017,,,"U-1556",
"N",21446,3,"RE41920","Dec 30, 2018",12/30/2018,,,"U-1250",
"N",20986,3,"RE41956","Jan 21, 2021",1/21/2021,,"Y",,
"N",21303,3,"RE42096","Oct 21, 2018",10/21/2018,,"Y",,
"N",22063,3,"RE42096","Oct 21, 2018",10/21/2018,,"Y",,
"N",21303,3,"RE42096*PED","Apr 21, 2019",4/21/2019,,,,
"N",21687,3,"RE42461","Oct 25, 2016",10/25/2016,"Y","Y","U-473",
"N",200153,3,"RE42461","Oct 25, 2016",10/25/2016,"Y","Y","U-1400",
"N",21687,3,"RE42461*PED","Apr 25, 2017",4/25/2017,,,,
"N",200153,3,"RE42461*PED","Apr 25, 2017",4/25/2017,,,,
"N",21976,3,"RE42889","Oct 19, 2016",10/19/2016,,"Y",,
"N",21976,3,"RE42889*PED","Apr 19, 2017",4/19/2017,,,,
"N",201292,3,"RE43431","Jan 22, 2022",1/22/2022,"Y",,,
"N",21976,3,"RE43596","May 9, 2017",5/9/2017,"Y","Y",,
"N",21976,3,"RE43596*PED","Nov 9, 2017",11/9/2017,,,,
"N",21976,3,"RE43802","Oct 19, 2016",10/19/2016,,,"U-1305",
"N",21976,3,"RE43802*PED","Apr 19, 2017",4/19/2017,,,,
"N",20986,3,"RE43834","Jan 28, 2019",1/28/2019,,"Y",,
"N",204168,3,"RE43879","Jun 3, 2023",6/3/2023,,,"U-839",
"N",200678,3,"RE44186","Jul 31, 2023",7/31/2023,"Y","Y","U-1097",
"N",200678,3,"RE44186","Jul 31, 2023",7/31/2023,"Y","Y","U-1838",
"N",20329,3,"RE44459","Mar 26, 2019",3/26/2019,,,"U-1431",
"N",204824,3,"RE44846","Aug 10, 2019",8/10/2019,,"Y",,
"N",204824,3,"RE44847","Aug 10, 2019",8/10/2019,,"Y","U-1442",
"N",200603,3,"RE45573","Jun 23, 2025",6/23/2025,"Y",,,
"N",200603,3,"RE45573*PED","Dec 23, 2025",12/23/2025,,,,
"N",21060,4,"5364842","Dec 30, 2016",12/30/2016,,,"U-48",
"N",21060,4,"5364842","Dec 30, 2016",12/30/2016,,,"U-55",
"N",200603,4,"5532372","Jul 2, 2018",7/2/2018,"Y",,,
"N",200603,4,"5532372*PED","Jan 2, 2019",1/2/2019,,,,
"N",22107,4,"5559111","Jul 21, 2018",7/21/2018,"Y","Y","U-3",
"N",22545,4,"5559111","Jul 21, 2018",7/21/2018,"Y","Y","U-3",
"N",200045,4,"5559111","Jul 21, 2018",7/21/2018,"Y","Y","U-3",
"N",22107,4,"5559111*PED","Jan 21, 2019",1/21/2019,,,,
"N",21286,4,"5616599*PED","Oct 25, 2016",10/25/2016,,,,
"N",22100,4,"5616599*PED","Oct 25, 2016",10/25/2016,,,,
"N",200175,4,"5616599*PED","Oct 25, 2016",10/25/2016,,,,
"N",21880,4,"5635517","Oct 4, 2019",10/4/2019,"Y",,,
"N",204026,4,"5635517","Jul 24, 2016",7/24/2016,,,"U-1359",
"N",21411,4,"5658590","Nov 26, 2016",11/26/2016,,,"U-494",
"N",21411,4,"5658590*PED","May 26, 2017",5/26/2017,,,,
"N",22334,4,"5665772","Sep 9, 2019",9/9/2019,"Y","Y",,
"N",22334,4,"5665772*PED","Mar 9, 2020",3/9/2020,,,,
"N",20832,4,"5690958","Sep 30, 2016",9/30/2016,,"Y",,
"N",203858,4,"5712279","Feb 21, 2020",2/21/2020,"Y","Y","U-1317",
"N",21536,4,"5750497","Jun 16, 2019",6/16/2019,"Y","Y","U-668",
"N",22416,4,"5753646","Jun 27, 2021",6/27/2021,"Y","Y","U-2041",
"N",21346,4,"5792477","May 2, 2017",5/2/2017,,"Y",,
"N",21346,4,"5792477*PED","Nov 2, 2017",11/2/2017,,,,
"N",21106,4,"5849535","Mar 25, 2017",3/25/2017,"Y",,,
"N",21567,4,"5849911","Jun 20, 2017",6/20/2017,"Y","Y","U-167",
"N",21567,4,"5849911*PED","Dec 20, 2017",12/20/2017,,,,
"N",21368,4,"5859006","Nov 21, 2017",11/21/2017,"Y","Y",,
"N",20986,4,"5866538","Jun 20, 2017",6/20/2017,,"Y",,
"N",21172,4,"5866538","Jun 20, 2017",6/20/2017,,"Y",,
"N",21536,4,"5866538","Jun 20, 2017",6/20/2017,,"Y",,
"N",20986,4,"5866538*PED","Dec 20, 2017",12/20/2017,,,,
"N",21172,4,"5866538*PED","Dec 19, 2017",12/19/2017,,,,
"N",21299,4,"5874447","Jun 10, 2017",6/10/2017,,,"U-286",
"N",21299,4,"5874447","Jun 10, 2017",6/10/2017,,,"U-46",
"N",21299,4,"5874447","Jun 10, 2017",6/10/2017,,,"U-518",
"N",21957,4,"5900424*PED","Nov 4, 2016",11/4/2016,,,,
"N",50808,4,"5908838","Feb 19, 2018",2/19/2018,,,"U-917",
"N",21752,4,"5914331","Jul 2, 2017",7/2/2017,"Y",,,
"N",21752,4,"5914331*PED","Jan 2, 2018",1/2/2018,,,,
"N",21316,4,"5916595","Dec 12, 2017",12/12/2017,,,,
"N",21346,4,"5916598","May 2, 2017",5/2/2017,,"Y",,
"N",21346,4,"5916598*PED","Nov 2, 2017",11/2/2017,,,,
"N",21356,4,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-1275",
"N",21356,4,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-248",
"N",21356,4,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-250",
"N",21356,4,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-256",
"N",21356,4,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-999",
"N",21752,4,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-1170",
"N",21752,4,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-1259",
"N",21752,4,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-248",
"N",21752,4,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-541",
"N",21356,4,"5922695*PED","Jan 25, 2018",1/25/2018,,,,
"N",21752,4,"5922695*PED","Jan 25, 2018",1/25/2018,,,,
"N",21211,4,"5929028","Jan 14, 2018",1/14/2018,,"Y","U-1366",
"N",21211,4,"5929028","Jan 14, 2018",1/14/2018,,"Y","U-567",
"N",21356,4,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-1275",
"N",21356,4,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-248",
"N",21356,4,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-250",
"N",21356,4,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-256",
"N",21356,4,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-999",
"N",21752,4,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-1170",
"N",21752,4,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-1259",
"N",21752,4,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-248",
"N",21752,4,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-541",
"N",21356,4,"5935946*PED","Jan 25, 2018",1/25/2018,,,,
"N",21752,4,"5935946*PED","Jan 25, 2018",1/25/2018,,,,
"N",21520,4,"5945416","Mar 24, 2017",3/24/2017,"Y","Y",,"Y"
"N",22047,4,"5948437","May 28, 2017",5/28/2017,,"Y","U-601",
"N",22047,4,"5948437","May 28, 2017",5/28/2017,,"Y","U-814",
"N",22047,4,"5948437","May 28, 2017",5/28/2017,,"Y","U-839",
"N",22047,4,"5948437*PED","Nov 28, 2017",11/28/2017,,,,
"N",20239,4,"5952340","Sep 14, 2016",9/14/2016,,,"U-519",
"N",20646,4,"5958951","Jun 10, 2017",6/10/2017,,,,
"N",21468,4,"5968976","Oct 26, 2018",10/26/2018,,"Y","U-613",
"N",20702,4,"5969156","Jul 8, 2016",7/8/2016,"Y",,,
"N",21540,4,"5969156","Jul 8, 2016",7/8/2016,"Y",,,
"N",200153,4,"5969156","Jul 8, 2016",7/8/2016,"Y",,,
"N",20702,4,"5969156*PED","Jan 8, 2017",1/8/2017,,,,
"N",21540,4,"5969156*PED","Jan 8, 2017",1/8/2017,,,,
"N",200153,4,"5969156*PED","Jan 8, 2017",1/8/2017,,,,
"N",21283,4,"5972990","Oct 26, 2016",10/26/2016,,,"U-692",
"N",21283,4,"5972990*PED","Apr 26, 2017",4/26/2017,,,,
"N",21356,4,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-1275",
"N",21356,4,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-248",
"N",21356,4,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-250",
"N",21356,4,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-256",
"N",21356,4,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-999",
"N",21752,4,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-1170",
"N",21752,4,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-1259",
"N",21752,4,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-248",
"N",21752,4,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-541",
"N",21356,4,"5977089*PED","Jan 25, 2018",1/25/2018,,,,
"N",21752,4,"5977089*PED","Jan 25, 2018",1/25/2018,,,,
"N",201277,4,"5980864","Nov 9, 2016",11/9/2016,"Y","Y","U-1119",
"N",21110,4,"5989591","Mar 11, 2018",3/11/2018,,"Y",,
"N",21110,4,"5989591*PED","Sep 11, 2018",9/11/2018,,,,
"N",21446,4,"6001876","Dec 30, 2018",12/30/2018,,,"U-55","Y"
"N",21446,4,"6001876","Dec 30, 2018",12/30/2018,,,"U-819","Y"
"N",21148,4,"6004297","Jan 28, 2019",1/28/2019,,"Y",,
"N",21172,4,"6004297","Jan 28, 2019",1/28/2019,,"Y",,
"N",22334,4,"6004973","Jul 12, 2016",7/12/2016,,"Y",,
"N",22334,4,"6004973*PED","Jan 12, 2017",1/12/2017,,,,
"N",21590,4,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",21726,4,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",21976,4,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",21356,4,"6043230","Jul 25, 2017",7/25/2017,,,"U-1275",
"N",21356,4,"6043230","Jul 25, 2017",7/25/2017,,,"U-248",
"N",21356,4,"6043230","Jul 25, 2017",7/25/2017,,,"U-250",
"N",21356,4,"6043230","Jul 25, 2017",7/25/2017,,,"U-256",
"N",21356,4,"6043230","Jul 25, 2017",7/25/2017,,,"U-999",
"N",21752,4,"6043230","Jul 25, 2017",7/25/2017,,,"U-1170",
"N",21752,4,"6043230","Jul 25, 2017",7/25/2017,,,"U-1259",
"N",21752,4,"6043230","Jul 25, 2017",7/25/2017,,,"U-248",
"N",21752,4,"6043230","Jul 25, 2017",7/25/2017,,,"U-541",
"N",21356,4,"6043230*PED","Jan 25, 2018",1/25/2018,,,,
"N",21752,4,"6043230*PED","Jan 25, 2018",1/25/2018,,,,
"N",20785,4,"6045501","Aug 28, 2018",8/28/2018,,,"U-731",
"N",21880,4,"6045501","Aug 28, 2018",8/28/2018,,,"U-1210",
"N",204026,4,"6045501","Aug 28, 2018",8/28/2018,,,"U-1361",
"N",20885,4,"6063927","Apr 23, 2019",4/23/2019,,,,
"N",20885,4,"6063927*PED","Oct 23, 2019",10/23/2019,,,,
"N",21260,4,"6066339","Nov 25, 2017",11/25/2017,,"Y",,
"N",22580,4,"6071537","Jun 23, 2017",6/23/2017,,,"U-1262",
"N",200533,4,"6071970","Jun 6, 2017",6/6/2017,,,"U-1178",
"N",200533,4,"6071970","Jun 6, 2017",6/6/2017,,,"U-1276",
"N",22264,4,"6077843","May 12, 2017",5/12/2017,,"Y","U-543",
"N",207946,4,"6077843","May 12, 2017",5/12/2017,,"Y","U-543",
"N",22264,4,"6077843*PED","Nov 12, 2017",11/12/2017,,,,
"N",207946,4,"6077843*PED","Nov 12, 2017",11/12/2017,,,,
"N",20381,4,"6080428","May 27, 2017",5/27/2017,,,"U-1138",
"N",20381,4,"6080428","May 27, 2017",5/27/2017,,,"U-1139",
"N",20381,4,"6080428","May 27, 2017",5/27/2017,,,"U-1140",
"N",20381,4,"6080428","May 27, 2017",5/27/2017,,,"U-1141",
"N",20381,4,"6080428","May 27, 2017",5/27/2017,,,"U-331",
"N",21249,4,"6080428","May 27, 2017",5/27/2017,,,"U-1132",
"N",21249,4,"6080428","May 27, 2017",5/27/2017,,,"U-1133",
"N",21249,4,"6080428","May 27, 2017",5/27/2017,,,"U-1134",
"N",21249,4,"6080428","May 27, 2017",5/27/2017,,,"U-447",
"N",22078,4,"6080428","May 27, 2017",5/27/2017,,,"U-1132",
"N",22078,4,"6080428","May 27, 2017",5/27/2017,,,"U-1134",
"N",22078,4,"6080428","May 27, 2017",5/27/2017,,,"U-862",
"N",21316,4,"6080778","Mar 23, 2018",3/23/2018,,,"U-456",
"N",21567,4,"6087383","Dec 21, 2018",12/21/2018,"Y","Y",,
"N",21567,4,"6087383*PED","Jun 21, 2019",6/21/2019,,,,
"N",21590,4,"6106861","Dec 5, 2017",12/5/2017,,"Y",,
"N",20031,4,"6121291","Mar 17, 2017",3/17/2017,,,"U-286",
"N",20031,4,"6121291","Mar 17, 2017",3/17/2017,,,"U-431",
"N",20885,4,"6121291","Mar 17, 2017",3/17/2017,,,"U-286",
"N",20885,4,"6121291","Mar 17, 2017",3/17/2017,,,"U-431",
"N",20031,4,"6121291*PED","Sep 17, 2017",9/17/2017,,,,
"N",20885,4,"6121291*PED","Sep 17, 2017",9/17/2017,,,,
"N",21368,4,"6140329","Jul 11, 2016",7/11/2016,,"Y","U-155",
"N",20825,4,"6150366","May 27, 2019",5/27/2019,,"Y",,
"N",22266,4,"6159498","Oct 18, 2016",10/18/2016,,"Y",,
"N",207932,4,"6159498","Oct 18, 2016",10/18/2016,,"Y",,
"N",20364,4,"6162802","Dec 19, 2017",12/19/2017,,,"U-367",
"N",20835,4,"6165513","Jun 10, 2018",6/10/2018,,"Y",,
"N",20835,4,"6165513*PED","Dec 10, 2018",12/10/2018,,,,
"N",20885,4,"6172233","Jan 15, 2018",1/15/2018,,,,
"N",20885,4,"6172233*PED","Jul 15, 2018",7/15/2018,,,,
"N",21346,4,"6194006","Dec 30, 2018",12/30/2018,,"Y",,
"N",21346,4,"6194006*PED","Jun 30, 2019",6/30/2019,,,,
"N",21446,4,"6197819","Dec 30, 2018",12/30/2018,"Y","Y",,
"N",21947,4,"6200604","Mar 26, 2019",3/26/2019,,,"U-767",
"N",21514,4,"6210705","Sep 30, 2018",9/30/2018,,"Y","U-727",
"N",21590,4,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21726,4,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21444,4,"6224905","Jun 10, 2017",6/10/2017,,"Y",,
"N",21444,4,"6224905*PED","Dec 10, 2017",12/10/2017,,,,
"N",21284,4,"6228398","Nov 1, 2019",11/1/2019,,"Y","U-472",
"N",21802,4,"6228398","Nov 1, 2019",11/1/2019,,"Y","U-676",
"N",202880,4,"6228398","Nov 1, 2019",11/1/2019,,"Y",,
"N",21148,4,"6235004","Jan 28, 2019",1/28/2019,,"Y",,
"N",20825,4,"6245766","Dec 18, 2018",12/18/2018,,,"U-601",
"N",20699,4,"6274171","Mar 20, 2017",3/20/2017,,,,
"N",20699,4,"6274171*PED","Sep 20, 2017",9/20/2017,,,,
"N",22291,4,"6280959","Oct 30, 2018",10/30/2018,"Y","Y","U-1306",
"N",22291,4,"6280959","Oct 30, 2018",10/30/2018,"Y","Y","U-1575",
"N",22291,4,"6280959","Oct 30, 2018",10/30/2018,"Y","Y","U-1714",
"N",22291,4,"6280959","Oct 30, 2018",10/30/2018,"Y","Y","U-930",
"N",22291,4,"6280959*PED","Apr 30, 2019",4/30/2019,,,,
"N",21880,4,"6281230","Jul 24, 2016",7/24/2016,,,"U-1212",
"N",21880,4,"6281230","Jul 24, 2016",7/24/2016,,,"U-1414",
"N",22037,4,"6287599","Dec 20, 2020",12/20/2020,,"Y",,
"N",22037,4,"6287599*PED","Jun 20, 2021",6/20/2021,,,,
"N",21071,4,"6288095","Feb 11, 2017",2/11/2017,,,"U-420","Y"
"N",21071,4,"6288095*PED","Aug 11, 2017",8/11/2017,,,,
"N",20818,4,"6294197","Jun 18, 2017",6/18/2017,,,"U-3",
"N",21283,4,"6294197","Jun 18, 2017",6/18/2017,,,"U-3",
"N",21990,4,"6294197","Jun 18, 2017",6/18/2017,,"Y","U-3",
"N",22314,4,"6294197","Jun 18, 2017",6/18/2017,,"Y","U-3",
"N",20818,4,"6294197*PED","Dec 18, 2017",12/18/2017,,,,
"N",21283,4,"6294197*PED","Dec 18, 2017",12/18/2017,,,,
"N",21990,4,"6294197*PED","Dec 18, 2017",12/18/2017,,,,
"N",22314,4,"6294197*PED","Dec 18, 2017",12/18/2017,,,,
"N",22426,4,"6303640","Aug 9, 2016",8/9/2016,,,"U-1332",
"N",22426,4,"6303661","Apr 24, 2017",4/24/2017,,,"U-1333",
"N",202343,4,"6303661","Apr 24, 2017",4/24/2017,,,"U-1188",
"N",19386,4,"6310094","Jan 12, 2021",1/12/2021,,,,
"N",19386,4,"6310094*PED","Jul 12, 2021",7/12/2021,,,,
"N",20785,4,"6315720","Oct 23, 2020",10/23/2020,,,"U-731",
"N",21880,4,"6315720","Oct 23, 2020",10/23/2020,,,"U-1210",
"N",204026,4,"6315720","Oct 23, 2020",10/23/2020,,,"U-1361",
"N",21366,4,"6316460","Aug 4, 2020",8/4/2020,,"Y",,
"N",21366,4,"6316460*PED","Feb 4, 2021",2/4/2021,,,,
"N",204026,4,"6316471","Aug 10, 2016",8/10/2016,,"Y","U-1360",
"N",21303,4,"6322819","Oct 21, 2018",10/21/2018,,,,
"N",21303,4,"6322819*PED","Apr 21, 2019",4/21/2019,,,,
"N",22426,4,"6329404","Jun 19, 2021",6/19/2021,,"Y","U-1334",
"N",21259,4,"6344215","Oct 27, 2020",10/27/2020,,"Y",,
"N",21514,4,"6348211","Sep 30, 2018",9/30/2018,,"Y","U-727",
"N",21400,4,"6362178","Oct 31, 2018",10/31/2018,"Y","Y","U-533",
"N",21957,4,"6369085","May 25, 2018",5/25/2018,"Y","Y","U-1207",
"N",21957,4,"6369085*PED","Nov 25, 2018",11/25/2018,,,,
"N",21346,4,"6379703","Dec 30, 2018",12/30/2018,,"Y",,
"N",21346,4,"6379703*PED","Jun 30, 2019",6/30/2019,,,,
"N",21990,4,"6395728","Jul 8, 2019",7/8/2019,,"Y",,
"N",21342,4,"6399101","Mar 30, 2020",3/30/2020,,,,
"N",21346,4,"6403114","May 2, 2017",5/2/2017,,"Y",,
"N",21346,4,"6403114*PED","Nov 2, 2017",11/2/2017,,,,
"N",20699,4,"6403120","Mar 20, 2017",3/20/2017,,,"U-451",
"N",20699,4,"6403120","Mar 20, 2017",3/20/2017,,,"U-535",
"N",22104,4,"6403120","Mar 20, 2017",3/20/2017,,,"U-535",
"N",22104,4,"6403120","Mar 20, 2017",3/20/2017,,,"U-839",
"N",20699,4,"6403120*PED","Sep 20, 2017",9/20/2017,,,,
"N",205649,4,"6414126","Oct 4, 2020",10/4/2020,"Y","Y","U-493",
"N",20699,4,"6419958","Mar 20, 2017",3/20/2017,,,"U-459",
"N",20699,4,"6419958","Mar 20, 2017",3/20/2017,,,"U-535",
"N",22104,4,"6419958","Mar 20, 2017",3/20/2017,,,"U-535",
"N",22104,4,"6419958","Mar 20, 2017",3/20/2017,,,"U-839",
"N",20699,4,"6419958*PED","Sep 20, 2017",9/20/2017,,,,
"N",205831,4,"6419960","Dec 16, 2019",12/16/2019,,"Y",,
"N",21957,4,"6428810","Nov 3, 2019",11/3/2019,,"Y","U-1207",
"N",21957,4,"6428810*PED","May 3, 2020",5/3/2020,,,,
"N",20837,4,"6451289","Mar 21, 2021",3/21/2021,,"Y",,
"N",21621,4,"6455533","Jul 2, 2018",7/2/2018,,"Y","U-295",
"N",21540,4,"6455574","Aug 11, 2018",8/11/2018,,,"U-552",
"N",20381,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-1142",
"N",20381,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-1143",
"N",20381,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-1144",
"N",20381,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-1145",
"N",20381,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-768",
"N",21249,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-1129",
"N",21249,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-1130",
"N",21249,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-1131",
"N",21249,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-768",
"N",22078,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-1129",
"N",22078,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-1149",
"N",22078,4,"6469035","Mar 15, 2018",3/15/2018,,,"U-863",
"N",207958,4,"6471992","Feb 20, 2018",2/20/2018,,"Y",,
"N",21202,4,"6475521","Mar 19, 2018",3/19/2018,,,,
"N",204026,4,"6476052","Jul 24, 2016",7/24/2016,,"Y","U-1360",
"N",21316,4,"6485748","Dec 12, 2017",12/12/2017,,"Y",,
"N",208658,4,"6488962","Jun 20, 2020",6/20/2020,,"Y",,
"N",22272,4,"6488963","Jun 24, 2017",6/24/2017,,"Y",,
"N",206627,4,"6488963","Jun 24, 2017",6/24/2017,,"Y",,
"N",203858,4,"6492365","Dec 10, 2019",12/10/2019,,,"U-1318",
"N",21485,4,"6500867","Jun 29, 2020",6/29/2020,,"Y","U-219",
"N",205649,4,"6515117","Oct 4, 2020",10/4/2020,"Y","Y","U-493",
"N",19386,4,"6528540","Jan 12, 2021",1/12/2021,,,,
"N",19386,4,"6528540*PED","Jul 12, 2021",7/12/2021,,,,
"N",20832,4,"6536975","Nov 10, 2020",11/10/2020,,"Y",,
"N",21742,4,"6545040","Dec 17, 2021",12/17/2021,,"Y","U-3",
"N",22264,4,"6555544","Nov 10, 2018",11/10/2018,,"Y","U-543",
"N",22264,4,"6555544*PED","May 10, 2019",5/10/2019,,,,
"N",21880,4,"6555554","Jul 24, 2016",7/24/2016,,"Y","U-1211",
"N",21301,4,"6555581","Feb 15, 2022",2/15/2022,,,,
"N",20785,4,"6561976","Aug 28, 2018",8/28/2018,,,"U-731",
"N",21880,4,"6561976","Aug 28, 2018",8/28/2018,,,"U-1210",
"N",204026,4,"6561976","Aug 28, 2018",8/28/2018,,,"U-1361",
"N",20785,4,"6561977","Oct 23, 2020",10/23/2020,,,"U-731",
"N",21880,4,"6561977","Oct 23, 2020",10/23/2020,,,"U-1210",
"N",204026,4,"6561977","Oct 23, 2020",10/23/2020,,,"U-1361",
"N",21938,4,"6573293","Feb 15, 2021",2/15/2021,"Y","Y","U-1154",
"N",22128,4,"6586430","Dec 1, 2019",12/1/2019,"Y","Y","U-824",
"N",19034,4,"6589960","Nov 9, 2020",11/9/2020,"Y","Y",,
"N",21044,4,"6589960","Nov 9, 2020",11/9/2020,,"Y",,
"N",21346,4,"6596316","Dec 30, 2018",12/30/2018,,"Y",,
"N",21346,4,"6596316*PED","Jun 30, 2019",6/30/2019,,,,
"N",21986,4,"6596746","Jun 28, 2020",6/28/2020,"Y","Y","U-748",
"N",21986,4,"6596746","Jun 28, 2020",6/28/2020,"Y","Y","U-780",
"N",21427,4,"6596756","Sep 10, 2019",9/10/2019,,,"U-882",
"N",21427,4,"6596756*PED","Mar 10, 2020",3/10/2020,,,,
"N",22256,4,"6602911","Jan 14, 2023",1/14/2023,,,"U-882",
"N",21303,4,"6605300","Oct 21, 2018",10/21/2018,,,,
"N",21303,4,"6605300*PED","Apr 21, 2019",4/21/2019,,,,
"N",21752,4,"6642245","Nov 4, 2020",11/4/2020,,,"U-1170",
"N",21752,4,"6642245","Nov 4, 2020",11/4/2020,,,"U-248",
"N",21752,4,"6642245","Nov 4, 2020",11/4/2020,,,"U-541",
"N",21752,4,"6642245*PED","May 4, 2021",5/4/2021,,,,
"N",21202,4,"6660300","Mar 19, 2018",3/19/2018,,,"U-542",
"N",21443,4,"6660726","Mar 8, 2021",3/8/2021,"Y","Y","U-904",
"N",21443,4,"6660726","Mar 8, 2021",3/8/2021,"Y","Y","U-905",
"N",22128,4,"6667314","Aug 6, 2021",8/6/2021,"Y","Y","U-824",
"N",21829,4,"6699498","Nov 27, 2020",11/27/2020,,"Y",,
"N",202343,4,"6699871","Jul 26, 2022",7/26/2022,"Y","Y","U-1188",
"N",21752,4,"6703396","Mar 9, 2021",3/9/2021,"Y","Y",,
"N",21752,4,"6703396*PED","Sep 9, 2021",9/9/2021,,,,
"N",21976,4,"6703403*PED","Dec 26, 2016",12/26/2016,,,,
"N",21038,4,"6716867","Mar 31, 2019",3/31/2019,,,"U-1472",
"N",21038,4,"6716867*PED","Oct 1, 2019",10/1/2019,,,,
"N",21802,4,"6730325","Nov 1, 2019",11/1/2019,,"Y","U-676",
"N",206627,4,"6733783","Oct 30, 2021",10/30/2021,,"Y","U-1556",
"N",204819,4,"6743798","Jul 16, 2019",7/16/2019,"Y","Y",,
"N",204824,4,"6746429","Apr 12, 2020",4/12/2020,,"Y",,
"N",21450,4,"6750237","Nov 28, 2020",11/28/2020,,"Y",,
"N",21450,4,"6750237*PED","May 28, 2021",5/28/2021,,,,
"N",20785,4,"6755784","Oct 23, 2020",10/23/2020,,,"U-731",
"N",21880,4,"6755784","Oct 23, 2020",10/23/2020,,,"U-1210",
"N",204026,4,"6755784","Oct 23, 2020",10/23/2020,,,"U-1361",
"N",22510,4,"6759059","Sep 24, 2019",9/24/2019,,"Y","U-767",
"N",22510,4,"6761910","Sep 24, 2019",9/24/2019,,"Y","U-767",
"N",21272,4,"6765117","Oct 24, 2017",10/24/2017,"Y",,,
"N",203496,4,"6765117","Oct 24, 2017",10/24/2017,"Y",,,
"N",205836,4,"6784197","Feb 21, 2021",2/21/2021,"Y","Y","U-1815",
"N",21485,4,"6797732","Jun 29, 2020",6/29/2020,,"Y",,
"N",22037,4,"6811794","Jul 4, 2022",7/4/2022,,"Y","U-494",
"N",22037,4,"6811794*PED","Jan 4, 2023",1/4/2023,,,,
"N",21368,4,"6821975","Nov 19, 2020",11/19/2020,"Y","Y","U-533",
"N",21368,4,"6821975","Nov 19, 2020",11/19/2020,"Y","Y","U-614",
"N",203752,4,"6841716","Apr 27, 2020",4/27/2020,,"Y",,
"N",21443,4,"6855703","Feb 12, 2021",2/12/2021,"Y","Y","U-904",
"N",21443,4,"6855703","Feb 12, 2021",2/12/2021,"Y","Y","U-905",
"N",21366,4,"6858618","Dec 17, 2021",12/17/2021,,,"U-1032",
"N",21366,4,"6858618","Dec 17, 2021",12/17/2021,,,"U-1807",
"N",21366,4,"6858618","Dec 17, 2021",12/17/2021,,,"U-618",
"N",21366,4,"6858618*PED","Jun 17, 2022",6/17/2022,,,,
"N",20785,4,"6869399","Oct 23, 2020",10/23/2020,,,"U-731",
"N",21829,4,"6884434","Mar 30, 2021",3/30/2021,,"Y",,
"N",22426,4,"6890898","Feb 2, 2019",2/2/2019,,,"U-1335",
"N",202343,4,"6890898","Feb 2, 2019",2/2/2019,,,"U-1189",
"N",202343,4,"6890898","Feb 2, 2019",2/2/2019,,,"U-1190",
"N",202343,4,"6890898","Feb 2, 2019",2/2/2019,,,"U-1191",
"N",50684,4,"6900184","Apr 14, 2023",4/14/2023,,"Y","U-282",
"N",202880,4,"6902742","Nov 1, 2019",11/1/2019,,"Y",,
